Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	File Offset (s)	Recording	Model species	Vocalization	Song
1	Spectrogram 1	1	5.376754969	5.598803846	1057.0	2025.9	Nueva-grabacio?n-3.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\05-07-2020\Conversion\Nueva-grabacio?n-3.wav	5.3768	Focal	Procnias tricarunculatus		1
2	Spectrogram 1	1	18.188497571	18.458128351	1115.7	2143.3	Nueva-grabacio?n-3.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\05-07-2020\Conversion\Nueva-grabacio?n-3.wav	18.1885	Focal	Procnias tricarunculatus		2
3	Spectrogram 1	1	18.918086741	19.140135619	1380.0	2260.8	Nueva-grabacio?n-3.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\05-07-2020\Conversion\Nueva-grabacio?n-3.wav	18.9181	Focal	Procnias tricarunculatus		2
4	Spectrogram 1	1	19.536651472	19.790421618	1409.3	2407.6	Nueva-grabacio?n-3.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\05-07-2020\Conversion\Nueva-grabacio?n-3.wav	19.5367	Focal	Procnias tricarunculatus		2
5	Spectrogram 1	1	21.820582786	22.058492298	1203.8	1908.5	Nueva-grabacio?n-3.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\05-07-2020\Conversion\Nueva-grabacio?n-3.wav	21.8206	Focal	Ramphastos sulfuratus		3
6	Spectrogram 1	1	23.248039857	23.565252540	1115.7	1967.2	Nueva-grabacio?n-3.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\05-07-2020\Conversion\Nueva-grabacio?n-3.wav	23.2480	Focal	Ramphastos sulfuratus		3
7	Spectrogram 1	1	41.420085425	41.689716206	1115.7	1996.5	Nueva-grabacio?n-3.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\05-07-2020\Conversion\Nueva-grabacio?n-3.wav	41.4201	Focal	Procnias tricarunculatus		4
8	Spectrogram 1	1	45.972087419	46.321021370	1291.9	2436.9	Nueva-grabacio?n-3.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\05-07-2020\Conversion\Nueva-grabacio?n-3.wav	45.9721	Focal	Procnias tricarunculatus		4
