Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	File Offset (s)	Recording	Model species	Vocalization	Song
1	Spectrogram 1	1	17.096000000	17.433432386	1361.200	2149.300	INVEST_0159.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\24-04-2020\Audios\INVEST_0159.wav	17.0960	Ramphastos sulfuratus	Ramphastos sulfuratus		1
2	Spectrogram 1	1	17.668850330	17.935657333	1217.900	2077.600	INVEST_0159.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\24-04-2020\Audios\INVEST_0159.wav	17.6689	Ramphastos sulfuratus	Ramphastos sulfuratus		1
3	Spectrogram 1	1	18.728300000	19.042190592	1253.700	2113.400	INVEST_0159.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\24-04-2020\Audios\INVEST_0159.wav	18.7283	Ramphastos sulfuratus	Ramphastos sulfuratus		1
4	Spectrogram 1	1	19.881779000	20.148586003	1253.700	2149.300	INVEST_0159.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\24-04-2020\Audios\INVEST_0159.wav	19.8818	Ramphastos sulfuratus	Ramphastos sulfuratus		1
5	Spectrogram 1	1	20.921700000	21.184424955	1231.939	2190.114	INVEST_0159.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\24-04-2020\Audios\INVEST_0159.wav	20.9217	Ramphastos sulfuratus	Ramphastos sulfuratus		1
6	Spectrogram 1	1	21.498315546	21.749428019	1277.567	2364.200	INVEST_0159.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\24-04-2020\Audios\INVEST_0159.wav	21.4983	Ramphastos sulfuratus	Ramphastos sulfuratus		1
7	Spectrogram 1	1	22.020400000	22.220263907	1277.567	2053.232	INVEST_0159.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\24-04-2020\Audios\INVEST_0159.wav	22.0204	Ramphastos sulfuratus	Ramphastos sulfuratus		1
8	Spectrogram 1	1	23.134700000	23.413048154	1368.821	2098.859	INVEST_0159.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\24-04-2020\Audios\INVEST_0159.wav	23.1347	Ramphastos sulfuratus	Ramphastos sulfuratus		1
9	Spectrogram 1	1	23.715400000	23.915273101	1414.449	2292.500	INVEST_0159.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\24-04-2020\Audios\INVEST_0159.wav	23.7154	Ramphastos sulfuratus	Ramphastos sulfuratus		1
10	Spectrogram 1	1	24.170500000	24.401803518	1323.194	2190.114	INVEST_0159.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\24-04-2020\Audios\INVEST_0159.wav	24.1705	Ramphastos sulfuratus	Ramphastos sulfuratus		1
11	Spectrogram 1	1	24.751200000	24.963203166	1414.449	2326.996	INVEST_0159.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\24-04-2020\Audios\INVEST_0159.wav	24.7512	Ramphastos sulfuratus	Ramphastos sulfuratus		1
12	Spectrogram 1	1	25.284800000	25.614385121	1397.000	2292.500	INVEST_0159.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\24-04-2020\Audios\INVEST_0159.wav	25.2848	Ramphastos sulfuratus	Ramphastos sulfuratus		1
13	Spectrogram 1	1	25.802700000	26.100896062	1217.900	2256.700	INVEST_0159.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\24-04-2020\Audios\INVEST_0159.wav	25.8027	Ramphastos sulfuratus	Ramphastos sulfuratus		1
14	Spectrogram 1	1	26.289300000	26.705295949	1414.449	2220.900	INVEST_0159.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\24-04-2020\Audios\INVEST_0159.wav	26.2893	Ramphastos sulfuratus	Ramphastos sulfuratus		1
15	Spectrogram 1	1	26.791500000	27.097659188	1146.300	1961.977	INVEST_0159.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\24-04-2020\Audios\INVEST_0159.wav	26.7915	Ramphastos sulfuratus	Ramphastos sulfuratus		1
16	Spectrogram 1	1	27.333077132	27.599884134	1460.076	2098.859	INVEST_0159.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\24-04-2020\Audios\INVEST_0159.wav	27.3331	Ramphastos sulfuratus	Ramphastos sulfuratus		1
17	Spectrogram 1	1	27.866691137	28.070720022	1323.194	2007.605	INVEST_0159.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\24-04-2020\Audios\INVEST_0159.wav	27.8667	Ramphastos sulfuratus	Ramphastos sulfuratus		1
18	Spectrogram 1	1	29.318300000	29.616496062	1289.600	2007.605	INVEST_0159.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\24-04-2020\Audios\INVEST_0159.wav	29.3183	Ramphastos sulfuratus	Ramphastos sulfuratus		1
19	Spectrogram 1	1	29.851900000	30.063925278	1323.194	2098.859	INVEST_0159.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\24-04-2020\Audios\INVEST_0159.wav	29.8519	Ramphastos sulfuratus	Ramphastos sulfuratus		1
20	Spectrogram 1	1	30.354200000	30.581844754	1231.939	2098.859	INVEST_0159.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\24-04-2020\Audios\INVEST_0159.wav	30.3542	Ramphastos sulfuratus	Ramphastos sulfuratus		1
21	Spectrogram 1	1	30.856400000	31.084069700	1323.194	2098.859	INVEST_0159.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\24-04-2020\Audios\INVEST_0159.wav	30.8564	Ramphastos sulfuratus	Ramphastos sulfuratus		1
22	Spectrogram 1	1	31.445043880	31.711850883	1368.821	2098.859	INVEST_0159.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\24-04-2020\Audios\INVEST_0159.wav	31.4450	Ramphastos sulfuratus	Ramphastos sulfuratus		1
23	Spectrogram 1	1	31.923600000	32.237490592	1397.000	2328.400	INVEST_0159.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\24-04-2020\Audios\INVEST_0159.wav	31.9236	Ramphastos sulfuratus	Ramphastos sulfuratus		1
24	Spectrogram 1	1	32.457200000	32.755396062	1253.700	2256.700	INVEST_0159.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\24-04-2020\Audios\INVEST_0159.wav	32.4572	Ramphastos sulfuratus	Ramphastos sulfuratus		1
