Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	File Offset (s)	Recording	Model species	Vocalization	Song
1	Spectrogram 1	1	9.000018715	9.253858809	1721.4	2746.0	Procnias-tricarunculatus-189772.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Audios Campana Marcelo\Procnias-tricarunculatus-189772.wav	9.0000	Procnias tricarunculatus	Procnias tricarunculatus	Nicaraguan	1
2	Spectrogram 1	1	10.071788000	10.184605819	1270.5	3237.8	Procnias-tricarunculatus-189772.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Audios Campana Marcelo\Procnias-tricarunculatus-189772.wav	10.0718	Procnias tricarunculatus	Procnias tricarunculatus	Nicaraguan	1
3	Spectrogram 1	1	12.384951563	12.863597034	1721.4	2295.2	Procnias-tricarunculatus-189772.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Audios Campana Marcelo\Procnias-tricarunculatus-189772.wav	12.3850	Procnias tricarunculatus	Procnias tricarunculatus	Nicaraguan	1
4	Spectrogram 1	1	13.063032647	13.461903873	2336.2	3483.7	Procnias-tricarunculatus-189772.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Audios Campana Marcelo\Procnias-tricarunculatus-189772.wav	13.0630	Procnias tricarunculatus	Procnias tricarunculatus	Nicaraguan	1
5	Spectrogram 1	1	23.636137872	24.214501149	1024.6	2991.9	Procnias-tricarunculatus-189772.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Audios Campana Marcelo\Procnias-tricarunculatus-189772.wav	23.6361	Procnias tricarunculatus	Procnias tricarunculatus	Nicaraguan	2
6	Spectrogram 1	1	25.570663317	25.889760298	1393.5	2172.2	Procnias-tricarunculatus-189772.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Audios Campana Marcelo\Procnias-tricarunculatus-189772.wav	25.5707	Procnias tricarunculatus	Procnias tricarunculatus	Nicaraguan	2
7	Spectrogram 1	1	33.579583157	34.118059312	1803.3	2336.2	Procnias-tricarunculatus-189772.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Audios Campana Marcelo\Procnias-tricarunculatus-189772.wav	33.5796	Procnias tricarunculatus	Procnias tricarunculatus	Nicaraguan	3
8	Spectrogram 1	1	34.834782681	35.032213865	1639.4	2254.2	Procnias-tricarunculatus-189772.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Audios Campana Marcelo\Procnias-tricarunculatus-189772.wav	34.8348	Procnias tricarunculatus	Procnias tricarunculatus	Nicaraguan	3
9	Spectrogram 1	1	36.571117351	37.009875699	1844.3	2664.0	Procnias-tricarunculatus-189772.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Audios Campana Marcelo\Procnias-tricarunculatus-189772.wav	36.5711	Procnias tricarunculatus	Procnias tricarunculatus	Nicaraguan	3
10	Spectrogram 1	1	43.165265069	43.743628346	1762.4	3155.9	Procnias-tricarunculatus-189772.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Audios Campana Marcelo\Procnias-tricarunculatus-189772.wav	43.1653	Procnias tricarunculatus	Procnias tricarunculatus	Nicaraguan	4
11	Spectrogram 1	1	44.441652992	44.680975727	1680.4	2828.0	Procnias-tricarunculatus-189772.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Audios Campana Marcelo\Procnias-tricarunculatus-189772.wav	44.4417	Procnias tricarunculatus	Procnias tricarunculatus	Nicaraguan	4
12	Spectrogram 1	1	45.777871598	46.037137895	2049.3	3442.8	Procnias-tricarunculatus-189772.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Audios Campana Marcelo\Procnias-tricarunculatus-189772.wav	45.7779	Procnias tricarunculatus	Procnias tricarunculatus	Nicaraguan	4
