Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	File Offset (s)	Recording	Model species	Vocalization	Song
1	Spectrogram 1	1	0.364556754	0.599754660	1425.3	2096.0	Ramphastos-sulfuratus-576433.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Audios Models Species\Ramphastos-sulfuratus-576433.wav	0.3646	Ramphastos sulfuratus	Ramphastos sulfuratus		1
2	Spectrogram 1	1	0.952551519	1.128949948	1257.6	1928.3	Ramphastos-sulfuratus-576433.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Audios Models Species\Ramphastos-sulfuratus-576433.wav	0.9526	Ramphastos sulfuratus	Ramphastos sulfuratus		1
3	Spectrogram 1	1	1.505266598	1.775744190	1341.4	1970.2	Ramphastos-sulfuratus-576433.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Audios Models Species\Ramphastos-sulfuratus-576433.wav	1.5053	Ramphastos sulfuratus	Ramphastos sulfuratus		1
4	Spectrogram 1	1	2.057981677	2.340219164	1341.4	2096.0	Ramphastos-sulfuratus-576433.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Audios Models Species\Ramphastos-sulfuratus-576433.wav	2.0580	Ramphastos sulfuratus	Ramphastos sulfuratus		1
5	Spectrogram 1	1	2.622456651	2.916454033	1383.4	1970.2	Ramphastos-sulfuratus-576433.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Audios Models Species\Ramphastos-sulfuratus-576433.wav	2.6225	Ramphastos sulfuratus	Ramphastos sulfuratus		1
6	Spectrogram 1	1	3.198691520	3.445649322	1383.4	2137.9	Ramphastos-sulfuratus-576433.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Audios Models Species\Ramphastos-sulfuratus-576433.wav	3.1987	Ramphastos sulfuratus	Ramphastos sulfuratus		1
7	Spectrogram 1	1	3.786686285	4.057163877	1341.4	2054.1	Ramphastos-sulfuratus-576433.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Audios Models Species\Ramphastos-sulfuratus-576433.wav	3.7867	Ramphastos sulfuratus	Ramphastos sulfuratus		1
8	Spectrogram 1	1	4.339401364	4.574599270	1341.4	1970.2	Ramphastos-sulfuratus-576433.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Audios Models Species\Ramphastos-sulfuratus-576433.wav	4.3394	Ramphastos sulfuratus	Ramphastos sulfuratus		1
9	Spectrogram 1	1	4.939156024	5.162594035	1299.5	1970.2	Ramphastos-sulfuratus-576433.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Audios Models Species\Ramphastos-sulfuratus-576433.wav	4.9392	Ramphastos sulfuratus	Ramphastos sulfuratus		1
10	Spectrogram 1	1	5.515390894	5.785868486	1257.6	2137.9	Ramphastos-sulfuratus-576433.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Audios Models Species\Ramphastos-sulfuratus-576433.wav	5.5154	Ramphastos sulfuratus	Ramphastos sulfuratus		1
11	Spectrogram 1	1	6.103385659	6.362103355	1425.3	2305.6	Ramphastos-sulfuratus-576433.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Audios Models Species\Ramphastos-sulfuratus-576433.wav	6.1034	Ramphastos sulfuratus	Ramphastos sulfuratus		1
12	Spectrogram 1	1	6.738420005	6.914818434	1467.2	2137.9	Ramphastos-sulfuratus-576433.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Audios Models Species\Ramphastos-sulfuratus-576433.wav	6.7384	Ramphastos sulfuratus	Ramphastos sulfuratus		1
13	Spectrogram 1	1	7.338174665	7.573372571	1383.4	1970.2	Ramphastos-sulfuratus-576433.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Audios Models Species\Ramphastos-sulfuratus-576433.wav	7.3382	Ramphastos sulfuratus	Ramphastos sulfuratus		1
14	Spectrogram 1	1	7.902649639	8.173127231	1341.4	1970.2	Ramphastos-sulfuratus-576433.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Audios Models Species\Ramphastos-sulfuratus-576433.wav	7.9026	Ramphastos sulfuratus	Ramphastos sulfuratus		1
15	Spectrogram 1	1	8.467124613	8.714082414	1425.3	2054.1	Ramphastos-sulfuratus-576433.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Audios Models Species\Ramphastos-sulfuratus-576433.wav	8.4671	Ramphastos sulfuratus	Ramphastos sulfuratus		1
16	Spectrogram 1	1	8.984560006	9.243277703	1341.4	2221.8	Ramphastos-sulfuratus-576433.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Audios Models Species\Ramphastos-sulfuratus-576433.wav	8.9846	Ramphastos sulfuratus	Ramphastos sulfuratus		1
17	Spectrogram 1	1	9.607834457	9.913591734	1341.4	1970.2	Ramphastos-sulfuratus-576433.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Audios Models Species\Ramphastos-sulfuratus-576433.wav	9.6078	Ramphastos sulfuratus	Ramphastos sulfuratus		1
18	Spectrogram 1	1	10.195829222	10.419267232	1425.3	2305.6	Ramphastos-sulfuratus-576433.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Audios Models Species\Ramphastos-sulfuratus-576433.wav	10.1958	Ramphastos sulfuratus	Ramphastos sulfuratus		1
19	Spectrogram 1	1	10.736784405	11.042541683	1257.6	2137.9	Ramphastos-sulfuratus-576433.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Audios Models Species\Ramphastos-sulfuratus-576433.wav	10.7368	Ramphastos sulfuratus	Ramphastos sulfuratus		1
20	Spectrogram 1	1	11.289499484	11.607016657	1257.6	2137.9	Ramphastos-sulfuratus-576433.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Audios Models Species\Ramphastos-sulfuratus-576433.wav	11.2895	Ramphastos sulfuratus	Ramphastos sulfuratus		1
21	Spectrogram 1	1	11.889254144	12.183251527	1383.4	2096.0	Ramphastos-sulfuratus-576433.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Audios Models Species\Ramphastos-sulfuratus-576433.wav	11.8893	Ramphastos sulfuratus	Ramphastos sulfuratus		1
22	Spectrogram 1	1	12.394929642	12.724206710	1425.3	2012.2	Ramphastos-sulfuratus-576433.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Audios Models Species\Ramphastos-sulfuratus-576433.wav	12.3949	Ramphastos sulfuratus	Ramphastos sulfuratus		1
23	Spectrogram 1	1	12.959404616	13.288681684	1299.5	1886.4	Ramphastos-sulfuratus-576433.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Audios Models Species\Ramphastos-sulfuratus-576433.wav	12.9594	Ramphastos sulfuratus	Ramphastos sulfuratus		1
24	Spectrogram 1	1	13.576506582	13.858744069	1383.4	1928.3	Ramphastos-sulfuratus-576433.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Audios Models Species\Ramphastos-sulfuratus-576433.wav	13.5765	Ramphastos sulfuratus	Ramphastos sulfuratus		1
25	Spectrogram 1	1	14.164501347	14.434978939	1341.4	2137.9	Ramphastos-sulfuratus-576433.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Audios Models Species\Ramphastos-sulfuratus-576433.wav	14.1645	Ramphastos sulfuratus	Ramphastos sulfuratus		1
26	Spectrogram 1	1	14.740736216	14.952414332	1341.4	2096.0	Ramphastos-sulfuratus-576433.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Audios Models Species\Ramphastos-sulfuratus-576433.wav	14.7407	Ramphastos sulfuratus	Ramphastos sulfuratus		1
