Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	File Offset (s)	Recording	Model species	Vocalization	Song
1	Spectrogram 1	1	5.809500000	6.063311765	964.163	2054.087	Campan_0020.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\09-09-2020\Audios\Campan_0020.wav	5.8095	Focal	Ramphastos sulfuratus	Aggressive	1
2	Spectrogram 1	1	6.570900000	6.796510459	1089.924	2682.890	Campan_0020.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\09-09-2020\Audios\Campan_0020.wav	6.5709	Focal	Ramphastos sulfuratus	Aggressive	1
3	Spectrogram 1	1	7.134900000	7.473315687	1383.365	2263.688	Campan_0020.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\09-09-2020\Audios\Campan_0020.wav	7.1349	Focal	Ramphastos sulfuratus	Aggressive	1
4	Spectrogram 1	1	8.009200000	8.291213074	1257.605	2515.209	Campan_0020.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\09-09-2020\Audios\Campan_0020.wav	8.0092	Focal	Ramphastos sulfuratus	Aggressive	1
5	Spectrogram 1	1	8.516800000	8.798813073	1299.525	2263.688	Campan_0020.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\09-09-2020\Audios\Campan_0020.wav	8.5168	Focal	Ramphastos sulfuratus		1
6	Spectrogram 1	1	9.052600000	9.419216995	1509.125	2179.848	Campan_0020.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\09-09-2020\Audios\Campan_0020.wav	9.0526	Focal	Ramphastos sulfuratus		1
7	Spectrogram 1	1	20.135700000	20.502316995	948.000	4611.217	Campan_0020.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\09-09-2020\Audios\Campan_0020.wav	20.1357	Focal	Procnias tricarunculatus		2
8	Spectrogram 1	1	30.344600000	30.711216996	1018.200	4024.335	Campan_0020.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\09-09-2020\Audios\Campan_0020.wav	30.3446	Focal	Procnias tricarunculatus		
