Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	File Offset (s)	Recording	Model species	Vocalization	Song
1	Spectrogram 1	1	0.035257413	0.199792009	1541.4	2252.8	Ramphastos-sulfuratus-141355.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Audios Models Species\Ramphastos-sulfuratus-141355.wav	0.0353	Ramphastos sulfuratus	Ramphastos sulfuratus		1
2	Spectrogram 1	1	0.599376027	0.752158151	1511.7	2312.1	Ramphastos-sulfuratus-141355.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Audios Models Species\Ramphastos-sulfuratus-141355.wav	0.5994	Ramphastos sulfuratus	Ramphastos sulfuratus		1
3	Spectrogram 1	1	1.163494640	1.386791592	1541.4	2223.2	Ramphastos-sulfuratus-141355.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Audios Models Species\Ramphastos-sulfuratus-141355.wav	1.1635	Ramphastos sulfuratus	Ramphastos sulfuratus		1
4	Spectrogram 1	1	1.762870667	1.950910205	1482.1	2223.2	Ramphastos-sulfuratus-141355.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Audios Models Species\Ramphastos-sulfuratus-141355.wav	1.7629	Ramphastos sulfuratus	Ramphastos sulfuratus		1
5	Spectrogram 1	1	2.338741752	2.515028819	1541.4	2341.7	Ramphastos-sulfuratus-141355.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Audios Models Species\Ramphastos-sulfuratus-141355.wav	2.3387	Ramphastos sulfuratus	Ramphastos sulfuratus		1
6	Spectrogram 1	1	3.008632606	3.196672143	1541.4	2252.8	Ramphastos-sulfuratus-141355.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Audios Models Species\Ramphastos-sulfuratus-141355.wav	3.0086	Ramphastos sulfuratus	Ramphastos sulfuratus		1
7	Spectrogram 1	1	3.643266046	3.807800641	1571.0	2371.4	Ramphastos-sulfuratus-141355.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Audios Models Species\Ramphastos-sulfuratus-141355.wav	3.6433	Ramphastos sulfuratus	Ramphastos sulfuratus		1
8	Spectrogram 1	1	4.395424197	4.583463735	1571.0	2282.4	Ramphastos-sulfuratus-141355.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Audios Models Species\Ramphastos-sulfuratus-141355.wav	4.3954	Ramphastos sulfuratus	Ramphastos sulfuratus		1
9	Spectrogram 1	1	5.006552695	5.182839762	1541.4	2163.9	Ramphastos-sulfuratus-141355.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Audios Models Species\Ramphastos-sulfuratus-141355.wav	5.0066	Ramphastos sulfuratus	Ramphastos sulfuratus		1
10	Spectrogram 1	1	5.594176251	5.817473202	1452.5	2104.6	Ramphastos-sulfuratus-141355.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Audios Models Species\Ramphastos-sulfuratus-141355.wav	5.5942	Ramphastos sulfuratus	Ramphastos sulfuratus		1
