Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	File Offset (s)	Recording	Model species	Vocalization	Song
1	Spectrogram 1	1	0.366491098	0.602936968	1422.8	2104.6	Ramphastos-sulfuratus-141335.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Audios Models Species\Ramphastos-sulfuratus-141335.wav	0.3665	Ramphastos sulfuratus	Ramphastos sulfuratus		1
2	Spectrogram 1	1	1.052184121	1.312274578	1304.2	2282.4	Ramphastos-sulfuratus-141335.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Audios Models Species\Ramphastos-sulfuratus-141335.wav	1.0522	Ramphastos sulfuratus	Ramphastos sulfuratus		1
3	Spectrogram 1	1	1.761521731	1.974323014	1393.2	2282.4	Ramphastos-sulfuratus-141335.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Audios Models Species\Ramphastos-sulfuratus-141335.wav	1.7615	Ramphastos sulfuratus	Ramphastos sulfuratus		1
4	Spectrogram 1	1	2.447214753	2.671838330	1422.8	2223.2	Ramphastos-sulfuratus-141335.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Audios Models Species\Ramphastos-sulfuratus-141335.wav	2.4472	Ramphastos sulfuratus	Ramphastos sulfuratus		1
5	Spectrogram 1	1	3.121085482	3.392998233	1422.8	2312.1	Ramphastos-sulfuratus-141335.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Audios Models Species\Ramphastos-sulfuratus-141335.wav	3.1211	Ramphastos sulfuratus	Ramphastos sulfuratus		1
6	Spectrogram 1	1	3.783133918	3.995935201	1363.5	2371.4	Ramphastos-sulfuratus-141335.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Audios Models Species\Ramphastos-sulfuratus-141335.wav	3.7831	Ramphastos sulfuratus	Ramphastos sulfuratus		1
7	Spectrogram 1	1	4.397893180	4.646161343	1333.9	2193.5	Ramphastos-sulfuratus-141335.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Audios Models Species\Ramphastos-sulfuratus-141335.wav	4.3979	Ramphastos sulfuratus	Ramphastos sulfuratus		1
8	Spectrogram 1	1	5.059941615	5.343676659	1274.6	2223.2	Ramphastos-sulfuratus-141335.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Audios Models Species\Ramphastos-sulfuratus-141335.wav	5.0599	Ramphastos sulfuratus	Ramphastos sulfuratus		1
9	Spectrogram 1	1	5.781101519	6.064836562	1452.5	2193.5	Ramphastos-sulfuratus-141335.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Audios Models Species\Ramphastos-sulfuratus-141335.wav	5.7811	Ramphastos sulfuratus	Ramphastos sulfuratus		1
10	Spectrogram 1	1	6.431327661	6.726884998	1482.1	2104.6	Ramphastos-sulfuratus-141335.wav	C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Audios Models Species\Ramphastos-sulfuratus-141335.wav	6.4313	Ramphastos sulfuratus	Ramphastos sulfuratus		1
