"[4.4422e-28 1.26647e-12 1 6.8273e-15]"
"[3.14522e-05 0.999969 1.08473e-15 3.87193e-09]"
"[8.00678e-06 0.499992 0.5 8.45878e-13]"
"[3.50594e-09 0.71017 0.28983 1.07423e-08]"
"[1.35716e-09 0.5 0.5 6.36038e-13]"
"[1.21305e-10 0.500806 0.499194 3.19028e-17]"
"[3.02769e-13 0.237697 0.262303 0.5]"
"[2.48769e-17 2.88434e-05 0.499971 0.5]"
"[5.27446e-15 2.86736e-06 0.5 0.499997]"
"[1.76145e-19 0.499891 0.500109 7.32806e-15]"
"[3.17059e-08 0.500092 0.499908 1.50928e-08]"
"[2.98177e-13 0.5 0.5 5.97151e-10]"
"[1.68395e-08 0.50078 0.0807107 0.418509]"
"[6.20349e-08 0.967548 0.0324471 5.19891e-06]"
"[1.01339e-08 0.997865 6.82166e-07 0.00213463]"
"[2.77982e-14 0.500025 0.499975 1.12396e-09]"
"[7.44847e-09 1 3.49659e-10 1.42692e-07]"
"[8.30256e-13 0.500106 0.499894 2.11515e-09]"
"[7.57094e-14 0.746386 0.253614 1.05369e-08]"
"[0.00752298 0.992477 8.78899e-12 3.12763e-11]"
"[1.5288e-13 0.5 1.87364e-12 0.5]"
"[1.52756e-16 0.494494 0.00550624 0.5]"
"[1.12759e-26 2.06331e-13 0.5 0.5]"
"[1.10658e-08 0.5 1.88979e-10 0.5]"
"[3.06335e-34 2.32587e-15 3.12005e-08 1]"
"[1.07022e-28 3.95113e-15 0.5 0.5]"
"[6.81777e-08 0.0182043 2.38897e-06 0.981793]"
"[1.80637e-14 0.000245253 0.499755 0.5]"
"[1.48826e-24 8.67755e-12 1.51687e-06 0.999999]"
"[8.73475e-15 0.0213222 0.398085 0.580593]"
"[4.91205e-13 1.00123e-05 4.64745e-08 0.99999]"
"[1.15728e-07 0.00334811 7.15058e-05 0.99658]"
"[2.50901e-07 0.49903 4.18977e-10 0.500969]"
"[3.69989e-25 9.2081e-09 0.5 0.5]"
"[2.13653e-14 0.00556067 0.494439 0.500001]"
"[4.34135e-15 0.320904 0.179096 0.500001]"
"[6.55742e-15 2.17597e-07 4.04743e-06 0.999996]"
"[8.4963e-24 5.61874e-10 0.5 0.5]"
"[5.77589e-18 0.0373098 0.46269 0.5]"
"[2.00592e-18 0.000254944 0.499745 0.5]"
"[1.08272e-29 1.60949e-14 0.5 0.5]"
"[4.16089e-26 8.05691e-14 0.5 0.5]"
