"sound.files","selec","duration","meanfreq","sd","freq.median","freq.Q25","freq.Q75","freq.IQR","time.median","time.Q25","time.Q75","time.IQR","skew","kurt","sp.ent","time.ent","entropy","sfm","meandom","mindom","maxdom","dfrange","modindx","startdom","enddom","dfslope","meanpeakf","species.vocalization","org.sound.files"
"20200805-070603.wav_1",1,0.295698315,1.66363828338636,0.187987269454696,1.65077275316456,1.54594301582278,1.76574730379747,0.219804287974684,0.0677626606198035,0.0369614512471655,0.123204837490552,0.0862433862433862,2.15380275575833,8.5293853648887,0.904345405574131,0.882610765614272,0.798184990793534,0.480438867581507,1.61159025493421,1.07666015625,1.76572265625,0.6890625,4,1.76572265625,1.24892578125,-1.74771667197359,1.59956093134843,"mimetic_P.tricarunculatus-adult","20200805-070603"
"20200805-070603.wav_2",1,0.320345977999999,6.19679983995876,0.521108473172924,6.33156156609642,5.77267930326594,6.65315303576983,0.880473732503889,0.145059684251059,0.0785739956359902,0.199457065845206,0.120883070209216,1.20175845100504,4.33943287699201,0.952877335954069,0.882176409318688,0.840605906753119,0.673793182441628,6.22229817708333,5.12490234375,6.93369140625,1.8087890625,11.6190476190476,5.12490234375,6.84755859375,5.37748674341092,6.78787601500984,"mimetic_P.tricarunculatus-P.torquatus","20200805-070603"
"20200805-070603.wav_3",1,0.332655822,5.53294352155429,0.616470266066951,5.80910822611036,5.10799429205922,6.00469795020188,0.896703658142665,0.151205936920223,0.10886827458256,0.211688311688312,0.102820037105751,2.25727435299743,8.49387824824339,0.927425791661036,0.878038214251993,0.814315285961297,0.590907657094138,5.57122691761364,4.17744140625,6.24462890625,2.0671875,9.5,4.43583984375,5.98623046875,4.66064479400574,6.09610067052165,"mimetic_P.tricarunculatus-P.torquatus","20200805-070603"
"20200805-070603.wav_4",1,0.246419983000001,5.491258961351,0.775762781431885,5.32501395804196,4.93921483916084,6.35651897062937,1.41730413146853,0.129369047619048,0.0616043083900227,0.172492063492064,0.110887755102041,2.43364900130813,11.3537988051546,0.935871555967813,0.903663085425479,0.845712577827818,0.61089451808916,5.5933808117378,4.78037109375,6.58916015625,1.8087890625,11.4285714285714,5.21103515625,6.58916015625,5.59258621489311,5.23138148991142,"mimetic_P.tricarunculatus-P.torquatus","20200805-070603"
"20200805-070603.wav_5",1,0.332665901,5.11163976159255,0.55395762439705,5.20706571742313,4.71404954172767,5.63394557686676,0.919896035139092,0.181459492888064,0.145167594310451,0.235897340754484,0.0907297464440322,3.84593112941086,23.4678379924857,0.940158828311075,0.877964982523928,0.82542652926785,0.685615109542823,5.4263671875,4.34970703125,5.81396484375,1.4642578125,6.70588235294118,4.34970703125,5.72783203125,4.1426698554235,5.75021299827756,"mimetic_P.tricarunculatus-P.torquatus","20200805-070603"
"Campan_0086.wav_1",1,0.489186663000005,5.0991301231172,0.928096624557394,5.13916991581746,4.59124824988923,5.68504709791759,1.09379884802836,0.149141363862618,0.0954504728720757,0.232660527625684,0.137210054753609,2.77045263580299,13.1358021580252,0.929539476756002,0.861926149065022,0.801194381604216,0.546792484264408,5.11971362010542,2.71318359375,6.07236328125,3.3591796875,15.7692307692308,3.83291015625,2.71318359375,-2.28895562203826,5.66374108021654,"mimetic_P.tricarunculatus-P.torquatus","Campan_0086"
"Campan_0105.wav_1",1,0.319915804,1.31222392701678,0.184540247503881,1.31954103448276,1.19445137931034,1.42586724137931,0.231415862068966,0.144864587344372,0.0845043426175502,0.199188807598511,0.114684464980961,1.36254753902174,4.43091227704004,0.937173568637751,0.880632367746704,0.825305378739091,0.665532174622331,1.39407552083333,1.07666015625,1.76572265625,0.6890625,11,1.76572265625,1.07666015625,-2.15388702710042,1.42661709522638,"mimetic_P.tricarunculatus-aggresive","Campan_0105"
"Campan_0105.wav_2",1,0.29083255,1.32798895038599,0.219764125480608,1.39656078431373,1.17949490196078,1.49303450980392,0.313539607843137,0.151478647014361,0.10906462585034,0.21812925170068,0.10906462585034,2.37407061583663,9.36725085012835,0.932423579761836,0.886585662849983,0.826673377520101,0.681697657041878,1.23662109375,0.81826171875,1.59345703125,0.7751953125,11.8888888888889,0.99052734375,1.42119140625,1.48079732650283,1.5130890132874,"mimetic_P.tricarunculatus-aggresive","Campan_0105"
"Campan_0105.wav_3",1,0.261749295,1.48219292944693,0.379373455862456,1.48603893129771,1.2184893129771,1.7574106870229,0.538921374045802,0.14609080841639,0.0791325212255445,0.200874861572536,0.121742340346991,1.20731688629317,4.29171988314089,0.960651103665934,0.897581970421895,0.862263110516437,0.756192433988386,1.47991832386364,0.81826171875,2.19638671875,1.378125,9.375,1.07666015625,1.42119140625,1.31626429022474,1.5130890132874,"mimetic_P.tricarunculatus-R.sulfuratus","Campan_0105"
"Campan_0107.wav_1",1,0.342195462999999,4.96685174101787,1.2937778001572,4.91616293706294,4.37839398601399,5.29610839160839,0.917714405594406,0.146656948493683,0.0733284742468416,0.201653304178814,0.128324829931973,8.59999000391154,118.748299809842,0.872975064130596,0.877708599585405,0.766217721011045,0.375789056164247,4.93148129111842,3.14384765625,7.10595703125,3.962109375,4.32608695652174,3.14384765625,4.95263671875,5.28583589812236,4.97196573572835,"mimetic_P.tricarunculatus-P.torquatus","Campan_0107"
