"selec","View","Channel","start","end","bottom.freq","top.freq","sound.files","Begin Path","File Offset (s)","Recording","Model species","Vocalization","selec.file","Song","source","species.vocalization"
8,"Spectrogram 1",1,6.1843,6.398858594,1.425285,2.054087,"INVEST_0092.wav","C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\18-04-2020\Audios\INVEST_0092.wav",6.1843,"Focal","Ramphastos sulfuratus","Ramphastos sulfuratus","INVEST_0092.Table.1.selections.txt","1","mimetic_bellbird","mimetic_P.tricarunculatus-R.sulfuratus"
9,"Spectrogram 1",1,6.7397,6.865910938,1.467205,2.179848,"INVEST_0092.wav","C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\18-04-2020\Audios\INVEST_0092.wav",6.7397,"Focal","Ramphastos sulfuratus","Ramphastos sulfuratus","INVEST_0092.Table.1.selections.txt","1","mimetic_bellbird","mimetic_P.tricarunculatus-R.sulfuratus"
10,"Spectrogram 1",1,7.2698,7.43387422,1.383365,2.096008,"INVEST_0092.wav","C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\18-04-2020\Audios\INVEST_0092.wav",7.2698,"Focal","Ramphastos sulfuratus","Ramphastos sulfuratus","INVEST_0092.Table.1.selections.txt","1","mimetic_bellbird","mimetic_P.tricarunculatus-R.sulfuratus"
11,"Spectrogram 1",1,7.9008,8.102737501,1.509125,2.515209,"INVEST_0092.wav","C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\18-04-2020\Audios\INVEST_0092.wav",7.9008,"Focal","Ramphastos sulfuratus","Ramphastos sulfuratus","INVEST_0092.Table.1.selections.txt","1","mimetic_bellbird","mimetic_P.tricarunculatus-R.sulfuratus"
12,"Spectrogram 1",1,8.3299,8.645427344,1.425285,2.096008,"INVEST_0092.wav","C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\18-04-2020\Audios\INVEST_0092.wav",8.3299,"Focal","Ramphastos sulfuratus","Ramphastos sulfuratus","INVEST_0092.Table.1.selections.txt","1","mimetic_bellbird","mimetic_P.tricarunculatus-R.sulfuratus"
1,"Spectrogram 1",1,4.806044715,5.090514652,2.64097,6.497624,"INVEST_0093.wav","C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\18-04-2020\Audios\INVEST_0093.wav",4.806,"Focal","Pteroglossus torquatus","Pteroglossus torquatus","INVEST_0093.Table.1.selections.txt","1","mimetic_bellbird","mimetic_P.tricarunculatus-P.torquatus"
2,"Spectrogram 1",1,7.708005654,8.030550778,3.688973,5.659221,"INVEST_0093.wav","C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\18-04-2020\Audios\INVEST_0093.wav",7.708,"Focal","Pteroglossus torquatus","Pteroglossus torquatus","INVEST_0093.Table.1.selections.txt","1","mimetic_bellbird","mimetic_P.tricarunculatus-P.torquatus"
3,"Spectrogram 1",1,16.511601581,16.766127314,2.64097,5.952662,"INVEST_0093.wav","C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\18-04-2020\Audios\INVEST_0093.wav",16.5116,"Focal","Pteroglossus torquatus","Pteroglossus torquatus","INVEST_0093.Table.1.selections.txt","2","mimetic_bellbird","mimetic_P.tricarunculatus-P.torquatus"
4,"Spectrogram 1",1,17.215290371,17.538650777,2.64097,6.4976,"INVEST_0093.wav","C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\18-04-2020\Audios\INVEST_0093.wav",17.2153,"Focal","Pteroglossus torquatus","Pteroglossus torquatus","INVEST_0093.Table.1.selections.txt","2","mimetic_bellbird","mimetic_P.tricarunculatus-P.torquatus"
5,"Spectrogram 1",1,18.562779544,18.844986194,3.982414,5.701141,"INVEST_0093.wav","C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\18-04-2020\Audios\INVEST_0093.wav",18.5628,"Focal","Pteroglossus torquatus","Pteroglossus torquatus","INVEST_0093.Table.1.selections.txt","2","mimetic_bellbird","mimetic_P.tricarunculatus-P.torquatus"
6,"Spectrogram 1",1,19.98,20.258391771,4.066255,5.281939,"INVEST_0093.wav","C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\18-04-2020\Audios\INVEST_0093.wav",19.98,"Focal","Pteroglossus torquatus","Pteroglossus torquatus","INVEST_0093.Table.1.selections.txt","2","mimetic_bellbird","mimetic_P.tricarunculatus-P.torquatus"
7,"Spectrogram 1",1,20.584013303,20.879336025,4.150095,6.120342,"INVEST_0093.wav","C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\18-04-2020\Audios\INVEST_0093.wav",20.584,"Focal","Pteroglossus torquatus","Pteroglossus torquatus","INVEST_0093.Table.1.selections.txt","2","mimetic_bellbird","mimetic_P.tricarunculatus-P.torquatus"
8,"Spectrogram 1",1,23.6288,23.928606523,4.066255,5.910741,"INVEST_0093.wav","C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\18-04-2020\Audios\INVEST_0093.wav",23.6288,"Focal","Pteroglossus torquatus","Pteroglossus torquatus","INVEST_0093.Table.1.selections.txt","2","mimetic_bellbird","mimetic_P.tricarunculatus-P.torquatus"
9,"Spectrogram 1",1,25.446688423,26.148604816,0.9222,7.7552,"INVEST_0093.wav","C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\18-04-2020\Audios\INVEST_0093.wav",25.4467,"Focal","Psarocolius montezuma","Psarocolius montezuma","INVEST_0093.Table.1.selections.txt","3","mimetic_bellbird","mimetic_P.tricarunculatus-P.montezuma"
10,"Spectrogram 1",1,28.954,29.296636026,1.299525,2.221768,"INVEST_0093.wav","C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\18-04-2020\Audios\INVEST_0093.wav",28.954,"Focal","Ramphastos sulfuratus","Ramphastos sulfuratus","INVEST_0093.Table.1.selections.txt","4","mimetic_bellbird","mimetic_P.tricarunculatus-R.sulfuratus"
11,"Spectrogram 1",1,29.4679,29.713737469,1.2576,2.263688,"INVEST_0093.wav","C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\18-04-2020\Audios\INVEST_0093.wav",29.4679,"Focal","Ramphastos sulfuratus","Ramphastos sulfuratus","INVEST_0093.Table.1.selections.txt","4","mimetic_bellbird","mimetic_P.tricarunculatus-R.sulfuratus"
12,"Spectrogram 1",1,30.0461,30.431565529,1.2995,2.305608,"INVEST_0093.wav","C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\18-04-2020\Audios\INVEST_0093.wav",30.0461,"Focal","Ramphastos sulfuratus","Ramphastos sulfuratus","INVEST_0093.Table.1.selections.txt","4","mimetic_bellbird","mimetic_P.tricarunculatus-R.sulfuratus"
13,"Spectrogram 1",1,30.6457,30.911505623,1.1318,2.054087,"INVEST_0093.wav","C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\18-04-2020\Audios\INVEST_0093.wav",30.6457,"Focal","Ramphastos sulfuratus","Ramphastos sulfuratus","INVEST_0093.Table.1.selections.txt","4","mimetic_bellbird","mimetic_P.tricarunculatus-R.sulfuratus"
14,"Spectrogram 1",1,31.2453,31.609350777,1.1738,2.305608,"INVEST_0093.wav","C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\18-04-2020\Audios\INVEST_0093.wav",31.2453,"Focal","Ramphastos sulfuratus","Ramphastos sulfuratus","INVEST_0093.Table.1.selections.txt","4","mimetic_bellbird","mimetic_P.tricarunculatus-R.sulfuratus"
15,"Spectrogram 1",1,31.8878,32.124245878,1.2995,2.221768,"INVEST_0093.wav","C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\18-04-2020\Audios\INVEST_0093.wav",31.8878,"Focal","Ramphastos sulfuratus","Ramphastos sulfuratus","INVEST_0093.Table.1.selections.txt","4","mimetic_bellbird","mimetic_P.tricarunculatus-R.sulfuratus"
16,"Spectrogram 1",1,32.438660018,32.738102057,1.1738,2.515209,"INVEST_0093.wav","C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\18-04-2020\Audios\INVEST_0093.wav",32.4387,"Focal","Ramphastos sulfuratus","Ramphastos sulfuratus","INVEST_0093.Table.1.selections.txt","4","mimetic_bellbird","mimetic_P.tricarunculatus-R.sulfuratus"
17,"Spectrogram 1",1,33.0014,33.322621274,1.1738,2.054087,"INVEST_0093.wav","C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\18-04-2020\Audios\INVEST_0093.wav",33.0014,"Focal","Ramphastos sulfuratus","Ramphastos sulfuratus","INVEST_0093.Table.1.selections.txt","4","mimetic_bellbird","mimetic_P.tricarunculatus-R.sulfuratus"
18,"Spectrogram 1",1,33.6224,33.965036026,1.257605,2.137928,"INVEST_0093.wav","C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\18-04-2020\Audios\INVEST_0093.wav",33.6224,"Focal","Ramphastos sulfuratus","Ramphastos sulfuratus","INVEST_0093.Table.1.selections.txt","4","mimetic_bellbird","mimetic_P.tricarunculatus-R.sulfuratus"
19,"Spectrogram 1",1,34.385033267,34.607465529,1.383365,2.263688,"INVEST_0093.wav","C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\18-04-2020\Audios\INVEST_0093.wav",34.385,"Focal","Ramphastos sulfuratus","Ramphastos sulfuratus","INVEST_0093.Table.1.selections.txt","4","mimetic_bellbird","mimetic_P.tricarunculatus-R.sulfuratus"
20,"Spectrogram 1",1,34.9287,35.193526771,1.2576,2.263688,"INVEST_0093.wav","C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\18-04-2020\Audios\INVEST_0093.wav",34.9287,"Focal","Ramphastos sulfuratus","Ramphastos sulfuratus","INVEST_0093.Table.1.selections.txt","4","mimetic_bellbird","mimetic_P.tricarunculatus-R.sulfuratus"
21,"Spectrogram 1",1,35.552857217,35.763806523,1.3414,2.221768,"INVEST_0093.wav","C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\18-04-2020\Audios\INVEST_0093.wav",35.5529,"Focal","Ramphastos sulfuratus","Ramphastos sulfuratus","INVEST_0093.Table.1.selections.txt","4","mimetic_bellbird","mimetic_P.tricarunculatus-R.sulfuratus"
22,"Spectrogram 1",1,35.9138,36.106532765,1.2576,1.970247,"INVEST_0093.wav","C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\18-04-2020\Audios\INVEST_0093.wav",35.9138,"Focal","Ramphastos sulfuratus","Ramphastos sulfuratus","INVEST_0093.Table.1.selections.txt","4","mimetic_bellbird","mimetic_P.tricarunculatus-R.sulfuratus"
1,"Spectrogram 1",1,0.3239,0.597177282,1.048004,2.473289,"INVEST_0095.wav","C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\18-04-2020\Audios\INVEST_0095.wav",0.3239,"Focal","Ramphastos sulfuratus","Ramphastos sulfuratus","INVEST_0095.Table.1.selections.txt","1","mimetic_bellbird","mimetic_P.tricarunculatus-R.sulfuratus"
2,"Spectrogram 1",1,0.9213,1.228397506,1.299525,2.263688,"INVEST_0095.wav","C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\18-04-2020\Audios\INVEST_0095.wav",0.9213,"Focal","Ramphastos sulfuratus","Ramphastos sulfuratus","INVEST_0095.Table.1.selections.txt","1","mimetic_bellbird","mimetic_P.tricarunculatus-R.sulfuratus"
3,"Spectrogram 1",1,1.6071,1.781363023,1.1934,2.305608,"INVEST_0095.wav","C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\18-04-2020\Audios\INVEST_0095.wav",1.6071,"Focal","Ramphastos sulfuratus","Ramphastos sulfuratus","INVEST_0095.Table.1.selections.txt","1","mimetic_bellbird","mimetic_P.tricarunculatus-R.sulfuratus"
4,"Spectrogram 1",1,2.2828,2.548951172,1.215684,2.054087,"INVEST_0095.wav","C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\18-04-2020\Audios\INVEST_0095.wav",2.2828,"Focal","Ramphastos sulfuratus","Ramphastos sulfuratus","INVEST_0095.Table.1.selections.txt","1","mimetic_bellbird","mimetic_P.tricarunculatus-R.sulfuratus"
5,"Spectrogram 1",1,2.8867,3.204034089,1.173764,2.221768,"INVEST_0095.wav","C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\18-04-2020\Audios\INVEST_0095.wav",2.8867,"Focal","Ramphastos sulfuratus","Ramphastos sulfuratus","INVEST_0095.Table.1.selections.txt","1","mimetic_bellbird","mimetic_P.tricarunculatus-R.sulfuratus"
6,"Spectrogram 1",1,3.6033,3.846124709,1.1366,2.012167,"INVEST_0095.wav","C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\18-04-2020\Audios\INVEST_0095.wav",3.6033,"Focal","Ramphastos sulfuratus","Ramphastos sulfuratus","INVEST_0095.Table.1.selections.txt","1","mimetic_bellbird","mimetic_P.tricarunculatus-R.sulfuratus"
7,"Spectrogram 1",1,4.3301,4.635592413,1.2218,2.347529,"INVEST_0095.wav","C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\18-04-2020\Audios\INVEST_0095.wav",4.3301,"Focal","Ramphastos sulfuratus","Ramphastos sulfuratus","INVEST_0095.Table.1.selections.txt","1","mimetic_bellbird","mimetic_P.tricarunculatus-R.sulfuratus"
8,"Spectrogram 1",1,5.1113,5.36433452,1.341445,2.263688,"INVEST_0095.wav","C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\18-04-2020\Audios\INVEST_0095.wav",5.1113,"Focal","Ramphastos sulfuratus","Ramphastos sulfuratus","INVEST_0095.Table.1.selections.txt","1","mimetic_bellbird","mimetic_P.tricarunculatus-R.sulfuratus"
9,"Spectrogram 1",1,5.7018,5.981736061,1.3639,2.137928,"INVEST_0095.wav","C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\18-04-2020\Audios\INVEST_0095.wav",5.7018,"Focal","Ramphastos sulfuratus","Ramphastos sulfuratus","INVEST_0095.Table.1.selections.txt","1","mimetic_bellbird","mimetic_P.tricarunculatus-R.sulfuratus"
10,"Spectrogram 1",1,6.3866,6.589027616,1.383365,2.347529,"INVEST_0095.wav","C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\18-04-2020\Audios\INVEST_0095.wav",6.3866,"Focal","Ramphastos sulfuratus","Ramphastos sulfuratus","INVEST_0095.Table.1.selections.txt","1","mimetic_bellbird","mimetic_P.tricarunculatus-R.sulfuratus"
1,"Spectrogram 1",1,15.85969131,16.499028671,1.231939,3.8327,"INVEST_0103.wav","C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\20-04-2020\Audios\INVEST_0103.wav",15.8597,"Focal","Procnias tricarunculatus","Procnias tricarunculatus","INVEST_0103.Table.1.selections.txt","1","mimetic_bellbird","mimetic_P.tricarunculatus-adult"
2,"Spectrogram 1",1,16.664018958,16.932128174,1.551331,4.608365,"INVEST_0103.wav","C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\20-04-2020\Audios\INVEST_0103.wav",16.664,"Focal","Procnias tricarunculatus","Procnias tricarunculatus","INVEST_0103.Table.1.selections.txt","1","mimetic_bellbird","mimetic_P.tricarunculatus-adult"
1,"Spectrogram 1",1,1.915623252,2.639845861,0.838849,4.774987,"INVEST_0105.wav","C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\20-04-2020\Audios\INVEST_0105.wav",1.9156,"Focal","Procnias tricarunculatus","babbling","INVEST_0105.Table.1.selections.txt","1","mimetic_bellbird","mimetic_P.tricarunculatus-babbling"
2,"Spectrogram 1",1,13.7384,14.316053748,1.484118,6.130051,"INVEST_0105.wav","C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\20-04-2020\Audios\INVEST_0105.wav",13.7384,"Focal","Psarocolius montezuma","Psarocolius montezuma","INVEST_0105.Table.1.selections.txt","1","mimetic_bellbird","mimetic_P.tricarunculatus-P.montezuma"
3,"Spectrogram 1",1,22.2408,22.516694327,1.22601,2.25844,"INVEST_0105.wav","C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\20-04-2020\Audios\INVEST_0105.wav",22.2408,"Focal","Procnias tricarunculatus","babbling","INVEST_0105.Table.1.selections.txt","2","mimetic_bellbird","mimetic_P.tricarunculatus-babbling"
4,"Spectrogram 1",1,22.823060055,23.292680166,1.484118,2.387494,"INVEST_0105.wav","C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\20-04-2020\Audios\INVEST_0105.wav",22.8231,"Focal","Procnias tricarunculatus","babbling","INVEST_0105.Table.1.selections.txt","2","mimetic_bellbird","mimetic_P.tricarunculatus-babbling"
5,"Spectrogram 1",1,23.5513,23.94388076,1.22601,2.774655,"INVEST_0105.wav","C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\20-04-2020\Audios\INVEST_0105.wav",23.5513,"Focal","Procnias tricarunculatus","babbling","INVEST_0105.Table.1.selections.txt","2","mimetic_bellbird","mimetic_P.tricarunculatus-babbling"
6,"Spectrogram 1",1,24.2971,24.719563189,1.0494,2.064859,"INVEST_0105.wav","C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\20-04-2020\Audios\INVEST_0105.wav",24.2971,"Focal","Procnias tricarunculatus","babbling","INVEST_0105.Table.1.selections.txt","2","mimetic_bellbird","mimetic_P.tricarunculatus-babbling"
1,"Spectrogram 1",1,0.559537319,0.804334896,1.04943,2.053232,"INVEST_0108.wav","C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\20-04-2020\Audios\INVEST_0108.wav",0.5595,"Focal","Ramphastos sulfuratus","Ramphastos sulfuratus","INVEST_0108.Table.1.selections.txt","1","mimetic_bellbird","mimetic_P.tricarunculatus-R.sulfuratus"
2,"Spectrogram 1",1,1.223987885,1.503756545,1.323194,2.326996,"INVEST_0108.wav","C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\20-04-2020\Audios\INVEST_0108.wav",1.224,"Focal","Ramphastos sulfuratus","Ramphastos sulfuratus","INVEST_0108.Table.1.selections.txt","1","mimetic_bellbird","mimetic_P.tricarunculatus-R.sulfuratus"
3,"Spectrogram 1",1,1.8418,2.016665754,1.2792,2.326996,"INVEST_0108.wav","C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\20-04-2020\Audios\INVEST_0108.wav",1.8418,"Focal","Ramphastos sulfuratus","Ramphastos sulfuratus","INVEST_0108.Table.1.selections.txt","1","mimetic_bellbird","mimetic_P.tricarunculatus-R.sulfuratus"
4,"Spectrogram 1",1,2.4363,2.751058485,1.277567,2.007605,"INVEST_0108.wav","C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\20-04-2020\Audios\INVEST_0108.wav",2.4363,"Focal","Ramphastos sulfuratus","Ramphastos sulfuratus","INVEST_0108.Table.1.selections.txt","1","mimetic_bellbird","mimetic_P.tricarunculatus-R.sulfuratus"
5,"Spectrogram 1",1,3.0658,3.310595804,1.186312,2.144487,"INVEST_0108.wav","C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\20-04-2020\Audios\INVEST_0108.wav",3.0658,"Focal","Ramphastos sulfuratus","Ramphastos sulfuratus","INVEST_0108.Table.1.selections.txt","1","mimetic_bellbird","mimetic_P.tricarunculatus-R.sulfuratus"
6,"Spectrogram 1",1,3.776876904,3.998360426,1.2792,2.053232,"INVEST_0108.wav","C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\20-04-2020\Audios\INVEST_0108.wav",3.7769,"Focal","Ramphastos sulfuratus","Ramphastos sulfuratus","INVEST_0108.Table.1.selections.txt","1","mimetic_bellbird","mimetic_P.tricarunculatus-R.sulfuratus"
7,"Spectrogram 1",1,4.383042333,4.616182882,1.2792,1.870722,"INVEST_0108.wav","C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\20-04-2020\Audios\INVEST_0108.wav",4.383,"Focal","Ramphastos sulfuratus","Ramphastos sulfuratus","INVEST_0108.Table.1.selections.txt","1","mimetic_bellbird","mimetic_P.tricarunculatus-R.sulfuratus"
8,"Spectrogram 1",1,5.0358,5.233969467,1.231939,1.961977,"INVEST_0108.wav","C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\20-04-2020\Audios\INVEST_0108.wav",5.0358,"Focal","Ramphastos sulfuratus","Ramphastos sulfuratus","INVEST_0108.Table.1.selections.txt","1","mimetic_bellbird","mimetic_P.tricarunculatus-R.sulfuratus"
9,"Spectrogram 1",1,5.886798878,6.096625372,1.277567,2.190114,"INVEST_0108.wav","C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\20-04-2020\Audios\INVEST_0108.wav",5.8868,"Focal","Ramphastos sulfuratus","Ramphastos sulfuratus","INVEST_0108.Table.1.selections.txt","1","mimetic_bellbird","mimetic_P.tricarunculatus-R.sulfuratus"
10,"Spectrogram 1",1,6.492964307,6.691133774,1.277567,2.144487,"INVEST_0108.wav","C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\20-04-2020\Audios\INVEST_0108.wav",6.493,"Focal","Ramphastos sulfuratus","Ramphastos sulfuratus","INVEST_0108.Table.1.selections.txt","1","mimetic_bellbird","mimetic_P.tricarunculatus-R.sulfuratus"
11,"Spectrogram 1",1,7.0758,7.332254604,0.8832,2.098859,"INVEST_0108.wav","C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\20-04-2020\Audios\INVEST_0108.wav",7.0758,"Focal","Ramphastos sulfuratus","Ramphastos sulfuratus","INVEST_0108.Table.1.selections.txt","1","mimetic_bellbird","mimetic_P.tricarunculatus-R.sulfuratus"
12,"Spectrogram 1",1,7.751923275,7.961749769,1.003802,1.91635,"INVEST_0108.wav","C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\20-04-2020\Audios\INVEST_0108.wav",7.7519,"Focal","Ramphastos sulfuratus","Ramphastos sulfuratus","INVEST_0108.Table.1.selections.txt","1","mimetic_bellbird","mimetic_P.tricarunculatus-R.sulfuratus"
13,"Spectrogram 1",1,17.8516,18.290789578,1.095057,3.65019,"INVEST_0108.wav","C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\20-04-2020\Audios\INVEST_0108.wav",17.8516,"Focal","Procnias tricarunculatus","babbling","INVEST_0108.Table.1.selections.txt","2","mimetic_bellbird","mimetic_P.tricarunculatus-babbling"
14,"Spectrogram 1",1,18.4928,18.827012842,1.870722,3.65019,"INVEST_0108.wav","C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\20-04-2020\Audios\INVEST_0108.wav",18.4928,"Focal","Procnias tricarunculatus","babbling","INVEST_0108.Table.1.selections.txt","2","mimetic_bellbird","mimetic_P.tricarunculatus-babbling"
15,"Spectrogram 1",1,19.083467447,19.45293659,2.78327,3.65019,"INVEST_0108.wav","C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\20-04-2020\Audios\INVEST_0108.wav",19.0835,"Focal","Pteroglossus torquatus","Pteroglossus torquatus","INVEST_0108.Table.1.selections.txt","2","mimetic_bellbird","mimetic_P.tricarunculatus-P.torquatus"
16,"Spectrogram 1",1,19.736260986,20.043153797,3.923954,5.840304,"INVEST_0108.wav","C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\20-04-2020\Audios\INVEST_0108.wav",19.7363,"Focal","Pteroglossus torquatus","Pteroglossus torquatus","INVEST_0108.Table.1.selections.txt","2","mimetic_bellbird","mimetic_P.tricarunculatus-P.torquatus"
17,"Spectrogram 1",1,20.2631,20.507897577,3.878327,6.159696,"INVEST_0108.wav","C:\Users\Pablo\Documents\Proyect Campana Mimicry\Proyecto Pájaro Campana 29-9-2020\Archivos Campana Bosque Alegre\20-04-2020\Audios\INVEST_0108.wav",20.2631,"Focal","Pteroglossus torquatus","Pteroglossus torquatus","INVEST_0108.Table.1.selections.txt","2","mimetic_bellbird","mimetic_P.tricarunculatus-P.torquatus"
