"original_dir","old_name","new_name","file_size_bytes","duplicate"
"/home/m/Dropbox/estudiantes/Pablo_Huertas/vocal_mimicry_bellbird/data/raw/recordings/mimetic_bellbird/Mimicri_bellbird Selections","20200803-150233.wav","20200803-150233.wav",4102094,NA
"/home/m/Dropbox/estudiantes/Pablo_Huertas/vocal_mimicry_bellbird/data/raw/recordings/mimetic_bellbird/Mimicri_bellbird Selections","20200803-150317.wav","20200803-150317.wav",3964878,NA
"/home/m/Dropbox/estudiantes/Pablo_Huertas/vocal_mimicry_bellbird/data/raw/recordings/mimetic_bellbird/Mimicri_bellbird Selections","20200803-150428.wav","20200803-150428.wav",3620814,NA
"/home/m/Dropbox/estudiantes/Pablo_Huertas/vocal_mimicry_bellbird/data/raw/recordings/mimetic_bellbird/Mimicri_bellbird Selections","20200803-150516.wav","20200803-150516.wav",3432398,NA
"/home/m/Dropbox/estudiantes/Pablo_Huertas/vocal_mimicry_bellbird/data/raw/recordings/mimetic_bellbird/Mimicri_bellbird Selections","20200803-150631.wav","20200803-150631.wav",3946446,NA
"/home/m/Dropbox/estudiantes/Pablo_Huertas/vocal_mimicry_bellbird/data/raw/recordings/mimetic_bellbird/Mimicri_bellbird Selections","20200803-150714.wav","20200803-150714.wav",3585998,NA
"/home/m/Dropbox/estudiantes/Pablo_Huertas/vocal_mimicry_bellbird/data/raw/recordings/mimetic_bellbird/Mimicri_bellbird Selections","20200803-150753.wav","20200803-150753.wav",3698638,NA
"/home/m/Dropbox/estudiantes/Pablo_Huertas/vocal_mimicry_bellbird/data/raw/recordings/mimetic_bellbird/Mimicri_bellbird Selections","20200803-150959.wav","20200803-150959.wav",2271182,NA
"/home/m/Dropbox/estudiantes/Pablo_Huertas/vocal_mimicry_bellbird/data/raw/recordings/mimetic_bellbird/Mimicri_bellbird Selections","20200803-151027.wav","20200803-151027.wav",3495886,NA
"/home/m/Dropbox/estudiantes/Pablo_Huertas/vocal_mimicry_bellbird/data/raw/recordings/mimetic_bellbird/Mimicri_bellbird Selections","20200803-151104.wav","20200803-151104.wav",3798990,NA
"/home/m/Dropbox/estudiantes/Pablo_Huertas/vocal_mimicry_bellbird/data/raw/recordings/mimetic_bellbird/Mimicri_bellbird Selections","20200803-151309.wav","20200803-151309.wav",3043278,NA
"/home/m/Dropbox/estudiantes/Pablo_Huertas/vocal_mimicry_bellbird/data/raw/recordings/mimetic_bellbird/Mimicri_bellbird Selections","20200803-151358.wav","20200803-151358.wav",3954638,NA
"/home/m/Dropbox/estudiantes/Pablo_Huertas/vocal_mimicry_bellbird/data/raw/recordings/mimetic_bellbird/Mimicri_bellbird Selections","20200803-155827.wav","20200803-155827.wav",3571662,NA
"/home/m/Dropbox/estudiantes/Pablo_Huertas/vocal_mimicry_bellbird/data/raw/recordings/mimetic_bellbird/Mimicri_bellbird Selections","20200803-155913.wav","20200803-155913.wav",2105294,NA
"/home/m/Dropbox/estudiantes/Pablo_Huertas/vocal_mimicry_bellbird/data/raw/recordings/mimetic_bellbird/Mimicri_bellbird Selections","20200805-062744.wav","20200805-062744.wav",4620238,NA
"/home/m/Dropbox/estudiantes/Pablo_Huertas/vocal_mimicry_bellbird/data/raw/recordings/mimetic_bellbird/Mimicri_bellbird Selections","20200805-062852.wav","20200805-062852.wav",5578702,NA
"/home/m/Dropbox/estudiantes/Pablo_Huertas/vocal_mimicry_bellbird/data/raw/recordings/mimetic_bellbird/Mimicri_bellbird Selections","20200805-063013.wav","20200805-063013.wav",2664398,NA
"/home/m/Dropbox/estudiantes/Pablo_Huertas/vocal_mimicry_bellbird/data/raw/recordings/mimetic_bellbird/Mimicri_bellbird Selections","20200805-063224.wav","20200805-063224.wav",4751310,NA
"/home/m/Dropbox/estudiantes/Pablo_Huertas/vocal_mimicry_bellbird/data/raw/recordings/mimetic_bellbird/Mimicri_bellbird Selections","20200805-063316.wav","20200805-063316.wav",4982734,NA
"/home/m/Dropbox/estudiantes/Pablo_Huertas/vocal_mimicry_bellbird/data/raw/recordings/mimetic_bellbird/Mimicri_bellbird Selections","20200805-063435.wav","20200805-063435.wav",4016078,NA
"/home/m/Dropbox/estudiantes/Pablo_Huertas/vocal_mimicry_bellbird/data/raw/recordings/mimetic_bellbird/Mimicri_bellbird Selections","20200805-063519.wav","20200805-063519.wav",3633102,NA
"/home/m/Dropbox/estudiantes/Pablo_Huertas/vocal_mimicry_bellbird/data/raw/recordings/mimetic_bellbird/Mimicri_bellbird Selections","20200805-065428.wav","20200805-065428.wav",2025422,NA
"/home/m/Dropbox/estudiantes/Pablo_Huertas/vocal_mimicry_bellbird/data/raw/recordings/mimetic_bellbird/Mimicri_bellbird Selections","20200805-065848.wav","20200805-065848.wav",4120526,NA
"/home/m/Dropbox/estudiantes/Pablo_Huertas/vocal_mimicry_bellbird/data/raw/recordings/mimetic_bellbird/Mimicri_bellbird Selections","20200805-070011.wav","20200805-070011.wav",5078990,NA
"/home/m/Dropbox/estudiantes/Pablo_Huertas/vocal_mimicry_bellbird/data/raw/recordings/mimetic_bellbird/Mimicri_bellbird Selections","20200805-070226.wav","20200805-070226.wav",4720590,NA
"/home/m/Dropbox/estudiantes/Pablo_Huertas/vocal_mimicry_bellbird/data/raw/recordings/mimetic_bellbird/Mimicri_bellbird Selections","20200805-070318.wav","20200805-070318.wav",3039182,NA
"/home/m/Dropbox/estudiantes/Pablo_Huertas/vocal_mimicry_bellbird/data/raw/recordings/mimetic_bellbird/Mimicri_bellbird Selections","20200805-070358.wav","20200805-070358.wav",3588046,NA
"/home/m/Dropbox/estudiantes/Pablo_Huertas/vocal_mimicry_bellbird/data/raw/recordings/mimetic_bellbird/Mimicri_bellbird Selections","20200805-070530.wav","20200805-070530.wav",3008462,NA
"/home/m/Dropbox/estudiantes/Pablo_Huertas/vocal_mimicry_bellbird/data/raw/recordings/mimetic_bellbird/Mimicri_bellbird Selections","20200805-070603.wav","20200805-070603.wav",2942926,NA
"/home/m/Dropbox/estudiantes/Pablo_Huertas/vocal_mimicry_bellbird/data/raw/recordings/mimetic_bellbird/Mimicri_bellbird Selections","20200805-070636.wav","20200805-070636.wav",2256846,NA
"/home/m/Dropbox/estudiantes/Pablo_Huertas/vocal_mimicry_bellbird/data/raw/recordings/mimetic_bellbird/Mimicri_bellbird Selections","20200805-071606.wav","20200805-071606.wav",3293134,NA
"/home/m/Dropbox/estudiantes/Pablo_Huertas/vocal_mimicry_bellbird/data/raw/recordings/mimetic_bellbird/Mimicri_bellbird Selections","20200805-071642.wav","20200805-071642.wav",3370958,NA
"/home/m/Dropbox/estudiantes/Pablo_Huertas/vocal_mimicry_bellbird/data/raw/recordings/mimetic_bellbird/Mimicri_bellbird Selections","20200805-071719.wav","20200805-071719.wav",3917774,NA
"/home/m/Dropbox/estudiantes/Pablo_Huertas/vocal_mimicry_bellbird/data/raw/recordings/mimetic_bellbird/Mimicri_bellbird Selections","20200805-071802.wav","20200805-071802.wav",2895822,NA
"/home/m/Dropbox/estudiantes/Pablo_Huertas/vocal_mimicry_bellbird/data/raw/recordings/mimetic_bellbird/Mimicri_bellbird Selections","20200805-071846.wav","20200805-071846.wav",3504078,NA
"/home/m/Dropbox/estudiantes/Pablo_Huertas/vocal_mimicry_bellbird/data/raw/recordings/mimetic_bellbird/Mimicri_bellbird Selections","20200805-072103.wav","20200805-072103.wav",4859854,NA
"/home/m/Dropbox/estudiantes/Pablo_Huertas/vocal_mimicry_bellbird/data/raw/recordings/mimetic_bellbird/Mimicri_bellbird Selections","20200805-072211.wav","20200805-072211.wav",4392910,NA
"/home/m/Dropbox/estudiantes/Pablo_Huertas/vocal_mimicry_bellbird/data/raw/recordings/mimetic_bellbird/Mimicri_bellbird Selections","Campan_0002.wav","Campan_0002.wav",5478956,NA
"/home/m/Dropbox/estudiantes/Pablo_Huertas/vocal_mimicry_bellbird/data/raw/recordings/mimetic_bellbird/Mimicri_bellbird Selections","Campan_0003.wav","Campan_0003.wav",5750828,NA
"/home/m/Dropbox/estudiantes/Pablo_Huertas/vocal_mimicry_bellbird/data/raw/recordings/mimetic_bellbird/Mimicri_bellbird Selections","Campan_0004.wav","Campan_0004.wav",6004268,NA
"/home/m/Dropbox/estudiantes/Pablo_Huertas/vocal_mimicry_bellbird/data/raw/recordings/mimetic_bellbird/Mimicri_bellbird Selections","Campan_0005.wav","Campan_0005.wav",6792236,NA
"/home/m/Dropbox/estudiantes/Pablo_Huertas/vocal_mimicry_bellbird/data/raw/recordings/mimetic_bellbird/Mimicri_bellbird Selections","Campan_0006.wav","Campan_0006.wav",7059500,NA
"/home/m/Dropbox/estudiantes/Pablo_Huertas/vocal_mimicry_bellbird/data/raw/recordings/mimetic_bellbird/Mimicri_bellbird Selections","Campan_0007.wav","Campan_0007.wav",6193196,NA
"/home/m/Dropbox/estudiantes/Pablo_Huertas/vocal_mimicry_bellbird/data/raw/recordings/mimetic_bellbird/Mimicri_bellbird Selections","Campan_0008.wav","Campan_0008.wav",5723180,NA
"/home/m/Dropbox/estudiantes/Pablo_Huertas/vocal_mimicry_bellbird/data/raw/recordings/mimetic_bellbird/Mimicri_bellbird Selections","Campan_0009.wav","Campan_0009.wav",6151724,NA
"/home/m/Dropbox/estudiantes/Pablo_Huertas/vocal_mimicry_bellbird/data/raw/recordings/mimetic_bellbird/Mimicri_bellbird Selections","Campan_0010.wav","Campan_0010.wav",7225388,NA
"/home/m/Dropbox/estudiantes/Pablo_Huertas/vocal_mimicry_bellbird/data/raw/recordings/mimetic_bellbird/Mimicri_bellbird Selections","Campan_0011.wav","Campan_0011.wav",8123948,NA
"/home/m/Dropbox/estudiantes/Pablo_Huertas/vocal_mimicry_bellbird/data/raw/recordings/mimetic_bellbird/Mimicri_bellbird Selections","Campan_0012.wav","Campan_0012.wav",3184172,NA
"/home/m/Dropbox/estudiantes/Pablo_Huertas/vocal_mimicry_bellbird/data/raw/recordings/mimetic_bellbird/Mimicri_bellbird Selections","Campan_0013.wav","Campan_0013.wav",7704620,NA
"/home/m/Dropbox/estudiantes/Pablo_Huertas/vocal_mimicry_bellbird/data/raw/recordings/mimetic_bellbird/Mimicri_bellbird Selections","Campan_0014.wav","Campan_0014.wav",7147052,NA
"/home/m/Dropbox/estudiantes/Pablo_Huertas/vocal_mimicry_bellbird/data/raw/recordings/mimetic_bellbird/Mimicri_bellbird Selections","Campan_0016.wav","Campan_0016.wav",7713836,NA
"/home/m/Dropbox/estudiantes/Pablo_Huertas/vocal_mimicry_bellbird/data/raw/recordings/mimetic_bellbird/Mimicri_bellbird Selections","Campan_0017.wav","Campan_0017.wav",7133228,NA
